ovr,acceleration,long_passing,shot_power,weight,reactions,club,volleys,ball_control,height,team_uid,team_id,jumping,player_id,agility,long_shots,short_passing,wage,strength,name,sprint_speed,age,club_id,curve,value,stamina,fk_accuracy,potential,heading_accuracy,crossing,position,finishing,balance,starting,dribbling
76,32,71,39,74,75,Kaizer Chiefs,20,23,180,111099-12-156644,111099,71,165247,53,18,34,0,41,itumeleng-khune,36,24,110929,18,0,40,31,84,25,19,DEF,15,41,true,20
63,81,41,45,75,63,Lierse SK,35,57,178,111099-12-156644,111099,77,174402,73,42,47,0,66,siboniso-gaxa,82,27,239,43,0,80,39,64,63,52,DEF,31,71,true,65
68,68,56,42,80,53,Orlando Pirates,33,50,182,111099-12-156644,111099,69,198832,61,28,28,0,77,siyabonga-sangweni,66,29,110930,22,0,82,12,75,69,34,DEF,26,61,true,45
67,66,32,16,82,59,South Africa,11,27,185,111099-12-156644,111099,79,191160,69,19,34,0,74,morgan-gould,66,28,111099,31,0,71,34,75,66,27,DEF,15,59,true,13
70,92,61,77,70,71,Getafe CF,38,71,175,111099-12-156644,111099,82,186890,83,51,58,0,67,tsepo-masilela,93,26,1860,57,0,81,28,80,61,73,DEF,49,80,true,67
70,75,71,51,70,62,Orlando Pirates,47,74,175,111099-12-156644,111099,43,193234,62,67,76,0,55,andile-jali,74,21,110930,52,0,72,64,80,41,58,MID,51,81,true,72
68,71,65,52,72,73,South Africa,54,66,181,111099-12-156644,111099,61,198907,62,48,66,0,71,thanduyise-khuboni,73,25,111099,65,0,81,58,76,59,56,MID,55,65,true,63
64,76,65,50,66,55,Lierse SK,60,70,176,111099-12-156644,111099,44,198873,80,55,63,0,48,daylon-claasen,71,21,239,60,0,69,59,71,58,58,MID,51,80,true,72
74,86,68,62,62,69,Ajax,63,83,164,111099-12-156644,111099,88,202746,86,65,76,0,30,thulani-serero,85,21,245,65,0,80,65,83,56,71,MID,69,94,true,74
73,88,63,60,65,71,Kaizer Chiefs,49,72,170,111099-12-156644,111099,58,183883,78,74,71,0,59,siphiwe-tshabalala,82,26,110929,70,0,85,69,81,39,74,ATT,62,90,true,67
71,79,54,82,70,66,South Africa,63,73,180,111099-12-156644,111099,60,159510,66,78,67,0,64,katlego-mphela,87,26,111099,62,0,75,65,80,52,71,ATT,72,71,true,72
78,32,42,39,74,75,Kaizer Chiefs,12,23,180,111099-13-157186,111099,71,165247,53,18,30,0,41,itumeleng-khune,36,25,110929,18,0,30,13,82,13,19,DEF,15,41,true,13
72,79,67,62,69,73,KRC Genk,46,68,180,111099-13-157186,111099,83,186564,83,58,69,0,68,anele-ngcongca,82,24,673,63,0,81,36,75,67,68,DEF,49,75,true,66
74,76,73,66,80,58,Orlando Pirates,33,70,182,111099-13-157186,111099,75,198832,61,60,56,0,80,siyabonga-sangweni,72,30,110930,22,0,82,12,74,75,44,DEF,36,61,true,61
67,77,35,42,82,61,PAOK,11,45,188,111099-13-157186,111099,58,188566,68,11,40,0,78,bongani-khumalo,73,25,393,27,0,76,32,71,72,20,DEF,11,53,true,22
70,90,61,77,70,71,Kaizer Chiefs,38,71,175,111099-13-157186,111099,82,186890,76,51,58,0,67,tsepo-masilela,88,27,110929,57,0,78,28,72,61,73,DEF,49,80,true,67
67,88,66,60,70,60,South Africa,58,65,170,111099-13-157186,111099,68,182288,65,67,65,0,68,thuso-phala,85,26,111099,56,0,76,59,68,58,65,ATT,66,70,true,67
72,86,73,73,67,78,Helsingborgs IF,62,73,173,111099-13-157186,111099,85,194190,84,50,71,0,61,may-mahlangu,90,23,432,61,0,94,34,77,64,47,MID,51,81,true,66
63,67,64,70,73,57,Oldham Athletic,56,68,183,111099-13-157186,111099,72,177294,71,71,67,0,72,dean-furman,69,24,1920,34,0,91,55,68,31,66,MID,57,66,true,63
70,78,60,72,65,69,Kaizer Chiefs,61,73,170,111099-13-157186,111099,85,190471,77,65,75,0,56,bernard-parker,79,26,110929,42,0,74,54,76,52,68,ATT,71,82,true,74
64,90,45,61,68,56,Malmö FF,55,66,172,111099-13-157186,111099,71,206126,93,53,61,0,57,tokelo-rantie,86,21,320,45,0,68,31,77,55,51,ATT,66,80,true,72
71,79,54,82,70,66,South Africa,63,73,180,111099-13-157186,111099,60,159510,66,78,67,0,64,katlego-mphela,87,27,111099,62,0,75,65,71,52,71,ATT,72,71,true,72
69,51,55,21,71,66,South Africa,24,24,183,111099-14-157655,111099,61,213615,37,25,31,0,53,ronwen-williams,62,21,111099,25,0,61,22,73,25,25,DEF,25,55,true,22
72,79,67,62,68,73,KRC Genk,46,68,182,111099-14-157655,111099,83,186564,83,56,69,25K,68,anele-ngcongca,82,25,673,63,2M,81,36,73,68,69,DEF,39,75,true,66
69,54,56,55,76,61,Kaizer Chiefs,30,60,190,111099-14-157655,111099,72,205857,41,21,48,15K,76,eric-mathoho,72,23,110929,24,1M,75,21,73,76,33,DEF,34,33,true,45
65,75,58,36,90,67,South Africa,24,58,185,111099-14-157655,111099,65,182303,61,37,64,0,70,thabo-nthethe,72,28,111099,39,0,78,56,67,47,63,DEF,26,66,true,55
70,90,61,77,70,71,Kaizer Chiefs,38,71,175,111099-14-157655,111099,82,186890,76,51,58,20K,67,tsepo-masilela,88,28,110929,57,850K,78,28,70,61,73,DEF,49,80,true,67
71,65,74,60,75,60,Kaizer Chiefs,50,71,185,111099-14-157655,111099,71,188585,64,69,80,20K,62,reneilwe-letsholonyane,66,30,110929,52,900K,76,40,71,39,62,MID,60,66,true,70
67,69,66,75,73,62,South Africa,45,64,176,111099-14-157655,111099,75,203594,60,88,68,0,70,hlompho-kekana,69,28,111099,62,0,76,52,71,45,62,MID,31,68,true,45
68,88,66,60,70,60,South Africa,58,65,170,111099-14-157655,111099,68,182288,82,67,65,0,42,thuso-phala,85,27,111099,56,0,76,59,69,58,65,ATT,69,81,true,67
69,83,65,68,67,68,Sporting Lokeren,63,74,170,111099-14-157655,111099,59,203632,81,66,70,15K,30,ayanda-patosi,73,20,2007,73,1.8M,58,71,78,48,62,MID,61,82,true,76
75,88,69,58,62,77,Ajax,62,83,164,111099-14-157655,111099,84,202746,86,48,78,50K,37,thulani-serero,86,23,245,65,5.2M,83,52,79,45,62,MID,59,94,true,79
71,81,33,74,68,67,Orlando Pirates,65,70,171,111099-14-157655,111099,55,182528,66,64,65,35K,62,kermit-erasmus,76,22,110930,71,3.2M,73,65,79,65,55,ATT,70,66,true,73
77,55,28,39,81,75,Kaizer Chiefs,25,23,181,111099-15-158005,111099,81,165247,67,25,30,65K,70,itumeleng-khune,65,27,110929,25,5M,65,25,80,25,25,DEF,25,68,true,25
69,30,50,50,88,45,South Africa,28,28,198,111099-15-158005,111099,64,219911,78,22,68,0,91,thulani-hlatshwayo,48,24,111099,30,0,50,31,71,70,34,DEF,20,33,true,30
70,54,56,55,76,61,Kaizer Chiefs,30,62,190,111099-15-158005,111099,72,205857,41,21,50,20K,78,eric-mathoho,67,24,110929,24,1.5M,75,21,74,78,33,DEF,34,40,true,45
65,75,68,33,70,59,South Africa,25,65,178,111099-15-158005,111099,73,225137,44,25,57,0,65,rivaldo-coetzee,71,17,111099,31,0,71,31,80,69,31,DEF,22,68,true,60
69,88,71,74,64,70,Orlando Pirates,62,71,163,111099-15-158005,111099,56,207785,80,83,69,10K,48,thabo-matlaba,82,26,110930,65,975K,75,44,72,52,70,DEF,73,86,true,72
71,75,72,59,70,72,KV Oostende,51,74,175,111099-15-158005,111099,78,193234,73,69,74,20K,64,andile-jali,74,24,682,65,1.4M,80,67,73,41,65,MID,45,81,true,72
75,77,74,74,51,71,Orlando Pirates,62,77,163,111099-15-158005,111099,56,188403,85,77,78,30K,42,oupa-manyisa,74,25,110930,55,3.8M,87,50,77,67,47,MID,76,84,true,72
74,85,72,49,59,77,Ajax,62,81,168,111099-15-158005,111099,84,202746,89,47,79,30K,39,thulani-serero,84,24,245,65,3.7M,88,52,77,45,44,MID,59,91,true,77
67,79,66,74,80,53,South Africa,70,73,184,111099-15-158005,111099,57,220245,64,60,76,0,56,bongani-zungu,76,21,111099,63,0,61,61,75,54,65,MID,69,66,true,72
70,78,68,65,75,62,South Africa,58,70,170,111099-15-158005,111099,55,223152,65,69,75,0,63,sibusiso-vilakazi,75,24,111099,65,0,78,64,74,45,63,MID,65,72,true,74
66,91,52,63,68,65,Bournemouth,59,67,172,111099-15-158005,111099,71,206126,94,56,62,3K,61,tokelo-rantie,92,23,1943,57,725K,74,31,73,54,46,ATT,64,88,true,71
78,55,29,20,81,76,Kaizer Chiefs,13,24,181,111099-16-158159,111099,81,165247,67,19,31,70K,70,itumeleng-khune,55,28,110929,19,8M,25,14,79,14,20,DEF,16,48,true,14
74,79,68,63,68,74,ESTAC Troyes,47,69,182,111099-16-158159,111099,88,186564,83,57,70,40K,68,anele-ngcongca,78,27,294,64,3.1M,82,37,75,69,68,DEF,40,75,true,67
72,54,57,56,76,62,Kaizer Chiefs,31,63,190,111099-16-158159,111099,72,205857,41,22,51,25K,78,eric-mathoho,67,25,110929,25,2.3M,75,22,76,79,34,DEF,35,40,true,46
67,75,69,34,70,60,South Africa,26,66,178,111099-16-158159,111099,73,225137,44,26,58,0,65,rivaldo-coetzee,71,18,111099,32,0,71,32,75,70,32,DEF,23,68,true,61
75,88,72,75,75,71,Orlando Pirates,63,72,169,111099-16-158159,111099,56,207785,80,84,70,50K,48,thabo-matlaba,82,27,110930,66,4M,75,45,78,61,71,DEF,74,86,true,73
72,75,73,60,66,73,KV Oostende,52,75,172,111099-16-158159,111099,81,193234,73,70,75,25K,64,andile-jali,73,25,682,66,2.1M,80,68,74,42,66,MID,46,81,true,73
73,84,64,67,59,60,Randers FC,76,82,170,111099-16-158159,111099,43,183847,85,71,74,15K,46,mandla-masango,78,25,1786,60,3.5M,63,62,76,69,65,MID,73,79,true,75
71,79,67,75,80,60,South Africa,71,76,184,111099-16-158159,111099,57,220245,64,61,77,0,58,bongani-zungu,76,22,111099,64,0,61,62,77,59,66,MID,72,66,true,75
74,87,64,50,59,72,Ajax,47,82,168,111099-16-158159,111099,64,202746,84,44,82,35K,32,thulani-serero,84,25,245,66,4M,88,43,76,46,45,MID,50,92,true,76
72,77,51,67,75,65,South Africa,47,76,175,111099-16-158159,111099,51,209622,55,80,68,0,53,mzikayise-mashaba,75,26,111099,66,0,68,42,75,39,72,ATT,71,71,true,76
72,78,69,68,75,63,South Africa,61,73,170,111099-16-158159,111099,55,223152,65,71,76,0,63,sibusiso-vilakazi,75,25,111099,66,0,78,65,76,46,64,MID,71,72,true,75
77,35,35,20,81,76,Kaizer Chiefs,13,32,181,111099-17-158729,111099,81,165247,67,39,31,25K,70,itumeleng-khune,35,29,110929,19,6M,25,52,77,14,20,DEF,16,48,true,29
74,43,51,51,85,64,South Africa,29,29,188,111099-17-158729,111099,65,219911,49,23,69,0,84,thulani-hlatshwayo,52,26,111099,31,0,50,32,76,75,35,DEF,21,33,true,31
72,58,57,56,76,62,Kaizer Chiefs,31,63,190,111099-17-158729,111099,72,205857,41,22,51,15K,75,eric-mathoho,67,26,110929,25,2.1M,75,22,74,78,34,DEF,42,40,true,46
71,74,67,32,80,59,Kaizer Chiefs,32,72,185,111099-17-158729,111099,63,225145,59,29,64,15K,71,ramahlwe-mphahlele,72,26,110929,45,1.5M,73,42,72,63,68,DEF,24,69,true,64
69,80,49,69,70,66,South Africa,42,71,180,111099-17-158729,111099,50,205619,68,75,62,0,59,tebogo-langerman,78,30,111099,64,0,63,67,69,46,69,DEF,42,77,true,74
68,68,68,71,73,58,South Africa,58,69,183,111099-17-158729,111099,72,177294,71,64,72,0,72,dean-furman,69,28,111099,49,0,91,57,68,36,58,MID,59,66,true,65
72,75,72,60,66,73,KV Oostende,52,75,172,111099-17-158729,111099,81,193234,73,70,74,8K,62,andile-jali,72,26,682,66,2.4M,74,68,73,42,66,MID,46,81,true,73
73,69,73,88,73,78,South Africa,69,66,176,111099-17-158729,111099,75,203594,60,86,67,0,72,hlompho-kekana,69,31,111099,62,0,84,59,73,53,61,MID,65,68,true,63
72,84,64,50,62,72,Ajax,47,80,164,111099-17-158729,111099,64,202746,83,44,77,15K,32,thulani-serero,82,26,245,66,2.4M,82,43,73,46,45,MID,50,92,true,75
73,84,62,58,70,67,Montpellier HSC,61,73,170,111099-17-158729,111099,65,225139,84,73,74,5K,42,keagan-dolly,78,23,70,70,3.7M,66,69,77,23,71,MID,68,88,true,75
70,81,41,72,63,65,Racing Club de Lens,69,68,167,111099-17-158729,111099,55,182528,77,70,66,6K,58,kermit-erasmus,76,25,64,65,1.6M,73,64,72,66,56,ATT,71,74,true,70
77,35,35,20,81,76,Kaizer Chiefs,13,32,181,111099-18-158904,111099,81,165247,67,39,31,1K,70,itumeleng-khune,35,30,110929,19,5.5M,25,52,77,14,20,DEF,16,48,true,29
68,72,63,41,72,58,South Africa,40,65,179,111099-18-158904,111099,63,241232,55,31,61,0,60,thamsanqa-mkhize,70,28,111099,44,0,70,29,68,60,61,DEF,22,65,true,68
75,58,51,51,85,64,South Africa,29,34,188,111099-18-158904,111099,65,219911,49,23,69,0,84,thulani-hlatshwayo,61,27,111099,31,0,50,32,77,75,39,DEF,21,33,true,31
70,51,62,17,82,60,South Africa,16,49,185,111099-18-158904,111099,72,191160,49,34,40,0,80,morgan-gould,58,34,111099,32,0,40,36,70,69,36,DEF,39,50,true,37
70,80,49,69,70,66,South Africa,42,71,180,111099-18-158904,111099,50,205619,68,75,62,0,59,tebogo-langerman,76,31,111099,64,0,70,67,70,46,70,DEF,42,77,true,74
72,75,72,72,66,73,KV Oostende,52,75,172,111099-18-158904,111099,83,193234,73,70,74,12K,62,andile-jali,71,27,682,66,3.2M,74,68,72,42,66,MID,46,81,true,73
73,69,73,88,73,78,South Africa,69,66,176,111099-18-158904,111099,75,203594,60,86,67,0,72,hlompho-kekana,69,32,111099,62,0,84,59,73,53,61,MID,65,68,true,63
68,80,72,52,75,73,South Africa,45,75,170,111099-18-158904,111099,55,222560,61,63,76,0,67,themba-zwane,77,27,111099,63,0,78,66,68,33,54,ATT,45,75,true,69
76,79,53,67,65,70,South Africa,68,76,168,111099-18-158904,111099,45,225144,75,67,72,0,41,percy-tau,77,23,111099,71,0,67,45,85,49,75,ATT,82,88,true,76
69,78,34,67,78,61,South Africa,59,66,183,111099-18-158904,111099,65,206550,66,55,66,0,70,bradley-grobler,75,29,111099,50,0,70,26,69,71,62,ATT,72,70,true,71
72,84,62,58,70,67,Montpellier HSC,60,73,170,111099-18-158904,111099,64,225139,83,72,72,16K,42,keagan-dolly,77,24,70,70,4.1M,65,68,76,23,70,MID,66,90,true,75
77,35,45,20,81,76,Kaizer Chiefs,13,32,181,111099-18-159068,111099,71,165247,67,39,31,1K,70,itumeleng-khune,35,30,110929,19,5.5M,25,52,77,14,20,DEF,16,48,true,29
67,74,61,51,69,58,South Africa,44,68,173,111099-18-159068,111099,64,241233,58,35,63,0,51,reeve-frosler,72,19,111099,51,0,71,48,81,49,66,DEF,34,74,true,68
69,72,65,45,75,62,South Africa,33,66,181,111099-18-159068,111099,68,241381,55,35,56,0,58,motjeka-madisha,71,22,111099,33,0,69,41,77,65,41,DEF,58,65,true,65
75,58,51,51,85,64,South Africa,29,34,188,111099-18-159068,111099,65,219911,49,23,69,0,84,thulani-hlatshwayo,61,27,111099,31,0,50,32,77,75,39,DEF,21,33,true,31
69,74,67,41,78,59,South Africa,33,66,182,111099-18-159068,111099,60,233437,52,28,58,0,66,sifiso-hlanti,71,27,111099,51,0,62,38,69,53,75,DEF,31,58,true,69
75,70,75,70,76,75,Amiens SC,71,77,184,111099-18-159068,111099,80,220245,68,61,75,17K,74,bongani-zungu,76,24,1816,75,9M,89,59,80,59,72,MID,65,66,true,76
66,68,68,71,73,58,South Africa,58,66,183,111099-18-159068,111099,72,177294,71,64,66,0,72,dean-furman,69,29,111099,49,0,91,57,66,36,58,MID,59,66,true,65
70,80,72,52,75,73,South Africa,45,75,170,111099-18-159068,111099,55,222560,61,63,76,0,67,themba-zwane,77,27,111099,63,0,78,66,70,33,54,ATT,58,75,true,74
74,78,69,68,75,72,South Africa,63,74,170,111099-18-159068,111099,56,223152,66,70,73,0,63,sibusiso-vilakazi,75,27,111099,66,0,79,65,74,46,64,MID,71,72,true,75
73,83,53,62,65,70,South Africa,68,83,168,111099-18-159068,111099,45,225144,75,69,72,0,41,percy-tau,81,23,111099,76,0,67,61,82,49,75,ATT,82,88,true,80
72,84,62,58,70,67,Montpellier HSC,60,73,170,111099-18-159068,111099,64,225139,83,72,72,16K,42,keagan-dolly,77,24,70,70,3.9M,65,68,75,23,70,MID,66,90,true,75
78,35,45,20,81,76,Kaizer Chiefs,13,32,181,111099-19-159296,111099,71,165247,67,20,31,1K,70,itumeleng-khune,35,31,110929,19,6.5M,25,40,78,14,20,DEF,16,48,true,29
71,74,67,32,80,59,Kaizer Chiefs,32,72,185,111099-19-159296,111099,63,225145,59,49,64,1K,71,ramahlwe-mphahlele,72,28,110929,45,1.9M,73,42,71,63,68,DEF,24,69,true,64
69,69,68,53,75,62,South Africa,32,41,182,111099-19-159296,111099,73,220246,54,22,59,0,75,buhle-mkhwanazi,67,28,111099,24,0,72,32,70,66,43,DEF,24,66,true,39
74,58,51,51,88,64,South Africa,29,34,188,111099-19-159296,111099,65,219911,49,23,69,0,84,thulani-hlatshwayo,61,28,111099,31,0,50,32,75,76,39,DEF,21,33,true,31
68,72,67,41,78,58,South Africa,33,66,182,111099-19-159296,111099,60,233437,52,28,58,0,66,sifiso-hlanti,70,28,111099,51,0,62,38,68,53,75,DEF,31,58,true,69
69,67,68,59,72,68,Brentford,40,71,175,111099-19-159296,111099,74,199169,69,52,77,19K,66,kamohelo-mokotjo,65,27,1925,51,1.2M,73,46,70,42,52,MID,46,81,true,63
67,68,68,72,73,59,South Africa,58,67,183,111099-19-159296,111099,72,177294,71,69,67,0,72,dean-furman,69,30,111099,49,0,91,57,67,36,58,MID,60,66,true,65
74,78,69,68,75,72,South Africa,63,74,170,111099-19-159296,111099,56,223152,66,70,73,0,63,sibusiso-vilakazi,75,28,111099,66,0,79,65,74,46,64,MID,73,72,true,75
75,79,56,68,65,73,South Africa,69,83,168,111099-19-159296,111099,47,225144,72,72,75,0,36,percy-tau,76,24,111099,76,0,60,63,81,52,75,ATT,85,88,true,80
72,72,53,69,76,68,RC Strasbourg Alsace,65,74,182,111099-19-159296,111099,67,237631,61,64,68,13K,74,lebo-mothiba,72,22,76,54,4.9M,69,51,81,70,60,ATT,75,68,true,68
68,84,61,59,70,48,South Africa,54,71,171,111099-19-159296,111099,38,242935,71,59,69,0,51,aubrey-modiba,80,22,111099,60,0,66,48,76,59,66,ATT,53,82,true,74
78,35,45,20,81,76,Kaizer Chiefs,13,32,181,111099-07-154994,111099,71,165247,67,20,31,1K,70,itumeleng-khune,35,31,110929,19,6.5M,25,40,78,14,20,DEF,16,48,true,29
71,74,67,32,80,59,Kaizer Chiefs,32,72,185,111099-07-154994,111099,63,225145,59,49,64,1K,71,ramahlwe-mphahlele,72,28,110929,45,1.9M,73,42,71,63,68,DEF,24,69,true,64
69,69,68,53,75,62,South Africa,32,41,182,111099-07-154994,111099,73,220246,54,22,59,0,75,buhle-mkhwanazi,67,28,111099,24,0,72,32,70,66,43,DEF,24,66,true,39
74,58,51,51,88,64,South Africa,29,34,188,111099-07-154994,111099,65,219911,49,23,69,0,84,thulani-hlatshwayo,61,28,111099,31,0,50,32,75,76,39,DEF,21,33,true,31
68,72,67,41,78,58,South Africa,33,66,182,111099-07-154994,111099,60,233437,52,28,58,0,66,sifiso-hlanti,70,28,111099,51,0,62,38,68,53,75,DEF,31,58,true,69
69,67,68,59,72,68,Brentford,40,71,175,111099-07-154994,111099,74,199169,69,52,77,19K,66,kamohelo-mokotjo,65,27,1925,51,1.2M,73,46,70,42,52,MID,46,81,true,63
67,68,68,72,73,59,South Africa,58,67,183,111099-07-154994,111099,72,177294,71,69,67,0,72,dean-furman,69,30,111099,49,0,91,57,67,36,58,MID,60,66,true,65
74,78,69,68,75,72,South Africa,63,74,170,111099-07-154994,111099,56,223152,66,70,73,0,63,sibusiso-vilakazi,75,28,111099,66,0,79,65,74,46,64,MID,73,72,true,75
75,79,56,68,65,73,South Africa,69,83,168,111099-07-154994,111099,47,225144,72,72,75,0,36,percy-tau,76,24,111099,76,0,60,63,81,52,75,ATT,85,88,true,80
72,72,53,69,76,68,RC Strasbourg Alsace,65,74,182,111099-07-154994,111099,67,237631,61,64,68,13K,74,lebo-mothiba,72,22,76,54,4.9M,69,51,81,70,60,ATT,75,68,true,68
68,84,61,59,70,48,South Africa,54,71,171,111099-07-154994,111099,38,242935,71,59,69,0,51,aubrey-modiba,80,22,111099,60,0,66,48,76,59,66,ATT,53,82,true,74
79,17,74,26,83,74,Heart of Midlothian,,23,193,1359-07-154994,1359,,53110,,17,21,0,56,craig-gordon,32,23,80,,0,75,47,85,18,22,DEF,18,,true,21
73,72,78,75,61,69,Wolverhampton Wanderers,,78,175,1359-07-154994,1359,,4173,,42,81,0,74,jackie-mcnamara,75,32,110,,0,80,82,88,56,64,DEF,44,,true,51
75,59,59,69,88,80,Rangers FC,,66,191,1359-07-154994,1359,,50637,,45,69,0,80,david-weir,67,36,86,,0,85,70,83,77,36,DEF,31,,true,49
77,44,60,60,79,69,Celtic,,55,183,1359-07-154994,1359,,3448,,51,68,0,85,steven-pressley,54,32,78,,0,80,75,80,79,34,DEF,59,,true,40
72,79,66,77,77,68,Everton,,68,178,1359-07-154994,1359,,4190,,71,69,0,74,gary-naysmith,73,27,7,,0,85,71,79,73,71,DEF,40,,true,43
74,77,72,69,79,76,Manchester United,,76,180,1359-07-154994,1359,,138782,,59,81,0,42,darren-fletcher,77,22,11,,0,85,74,85,67,74,MID,53,,true,73
78,65,77,74,66,73,Celtic,,78,173,1359-07-154994,1359,,3264,,77,82,0,74,paul-hartley,69,29,78,,0,80,58,82,49,84,MID,81,,true,74
82,65,79,77,74,72,Rangers FC,,82,178,1359-07-154994,1359,,43020,,75,85,0,88,barry-ferguson,63,28,86,,0,88,84,83,55,78,MID,80,,true,69
75,73,68,74,70,69,Scotland,,74,175,1359-07-154994,1359,,53872,,81,77,0,75,nigel-quashie,75,27,1359,,0,81,74,76,62,67,MID,63,,true,76
72,74,30,69,68,69,Celtic,,62,175,1359-07-154994,1359,,51353,,71,50,0,75,kenny-miller,74,26,78,,0,75,59,72,61,50,ATT,79,,true,72
75,84,66,72,71,73,Everton,,77,178,1359-07-154994,1359,,45074,,69,69,0,51,james-mcfadden,76,23,7,,0,71,69,82,58,70,ATT,72,,true,82
78,21,74,26,83,74,Sunderland,,23,193,1359-08-155359,1359,,53110,,21,21,0,56,craig-gordon,32,24,106,,0,75,17,85,21,22,DEF,21,,true,21
73,62,57,44,72,57,Tottenham Hotspur,,68,185,1359-08-155359,1359,,139533,,39,66,0,62,alan-hutton,79,22,18,,0,83,52,73,76,65,DEF,37,,true,55
71,59,59,69,88,80,Rangers FC,,63,191,1359-08-155359,1359,,50637,,45,64,0,80,david-weir,63,37,86,,0,69,34,83,74,36,DEF,31,,true,49
76,44,61,60,79,69,Celtic,,58,183,1359-08-155359,1359,,3448,,51,65,0,82,steven-pressley,54,33,78,,0,77,46,80,80,34,DEF,59,,true,40
69,79,66,77,77,68,Scotland,,68,178,1359-08-155359,1359,,4190,,56,69,0,64,gary-naysmith,77,28,1359,,0,77,55,79,67,65,DEF,40,,true,43
74,73,71,63,79,76,Manchester United,,74,180,1359-08-155359,1359,,138782,,59,78,0,68,darren-fletcher,73,23,11,,0,89,46,79,69,73,MID,59,,true,62
86,81,83,75,64,62,Celtic,,88,165,1359-08-155359,1359,,134820,,58,88,0,88,scott-brown,86,22,78,,0,87,55,86,39,79,MID,66,,true,89
84,65,81,77,74,72,Rangers FC,,84,178,1359-08-155359,1359,,43020,,75,88,0,89,barry-ferguson,63,29,86,,0,89,85,85,55,78,MID,74,,true,71
71,67,67,75,85,67,Rangers FC,,71,185,1359-08-155359,1359,,19202,,64,70,0,70,lee-mcculloch,62,29,86,,0,77,43,76,81,59,ATT,70,,true,59
74,82,30,71,68,69,Derby County,,64,175,1359-08-155359,1359,,51353,,71,50,0,75,kenny-miller,81,27,91,,0,75,65,75,61,50,ATT,79,,true,73
77,79,56,77,71,73,Birmingham City,,79,178,1359-08-155359,1359,,45074,,69,64,0,51,james-mcfadden,78,24,88,,0,71,63,78,58,76,ATT,74,,true,78
81,37,77,26,77,80,Sunderland,,23,193,1359-09-155725,1359,,53110,,21,21,0,56,craig-gordon,32,25,106,,0,75,17,85,21,22,DEF,21,,true,21
75,80,60,54,72,75,Tottenham Hotspur,,73,185,1359-09-155725,1359,,139533,,39,65,0,78,alan-hutton,82,23,18,,0,88,42,88,76,70,DEF,37,,true,66
73,59,82,47,74,62,Celtic,,66,180,1359-09-155725,1359,,45098,,34,63,0,78,gary-caldwell,61,26,78,,0,77,24,79,82,48,DEF,25,,true,51
75,53,51,71,83,60,Celtic,,61,188,1359-09-155725,1359,,155883,,43,62,0,81,stephen-mcmanus,60,25,78,,0,78,22,79,82,28,DEF,20,,true,44
68,68,68,77,73,68,Scotland,,68,178,1359-09-155725,1359,,4190,,56,59,0,67,gary-naysmith,72,29,1359,,0,82,55,79,67,72,DEF,40,,true,53
78,73,78,62,83,78,Manchester United,,82,184,1359-09-155725,1359,,138782,,69,83,0,71,darren-fletcher,73,24,11,,0,93,46,80,74,80,MID,65,,true,71
78,87,74,75,71,77,Celtic,,82,178,1359-09-155725,1359,,134820,,60,87,0,86,scott-brown,88,23,78,,0,89,55,86,26,79,MID,62,,true,78
78,75,82,81,73,77,Rangers FC,,83,178,1359-09-155725,1359,,43020,,82,83,0,68,barry-ferguson,67,30,86,,0,86,73,83,56,83,MID,69,,true,71
78,82,64,83,76,66,Celtic,,81,180,1359-09-155725,1359,,46014,,82,81,0,76,barry-robson,77,29,78,,0,81,86,80,59,83,MID,69,,true,82
73,78,57,85,71,69,Birmingham City,,68,178,1359-09-155725,1359,,45074,,80,65,0,74,james-mcfadden,75,25,88,,0,70,63,81,56,70,ATT,67,,true,77
74,89,49,74,72,75,Rangers FC,,73,178,1359-09-155725,1359,,51353,,69,65,0,65,kenny-miller,88,28,86,,0,73,51,75,58,50,ATT,76,,true,75
76,37,75,26,77,75,Sunderland,,23,193,1359-10-156090,1359,,53110,,21,21,0,56,craig-gordon,32,26,106,,0,55,7,85,21,22,DEF,21,,true,21
77,80,60,54,72,77,Sunderland,,73,185,1359-10-156090,1359,,139533,,39,65,0,78,alan-hutton,82,24,106,,0,88,42,88,76,74,DEF,37,,true,66
77,66,81,46,74,74,Scotland,,72,180,1359-10-156090,1359,,45098,,25,72,0,81,gary-caldwell,67,27,1359,,0,76,12,79,82,47,DEF,25,,true,63
73,63,56,64,83,66,Middlesbrough,,61,188,1359-10-156090,1359,,155883,,41,64,0,76,stephen-mcmanus,64,26,12,,0,73,11,79,77,37,DEF,20,,true,52
